x,y,yaw,direction,curvature
479.2512,-619.2113,-0.4901,True,4.765362562498047
479.5606,-619.3759,-0.488,True,6.536825179634102
479.8697,-619.5395,-0.4858,True,6.321146901813032
480.1784,-619.7021,-0.4836,True,5.261988419412051
480.4869,-619.8637,-0.4814,True,5.6131405328612765
480.7951,-620.0242,-0.4792,True,6.867845986885816
481.1029,-620.1837,-0.4769,True,5.545625725725447
481.4105,-620.3422,-0.4747,True,5.798618829163537
481.7178,-620.4997,-0.4725,True,5.688048500516014
482.0248,-620.6561,-0.4702,True,6.8394901678019435
482.3315,-620.8116,-0.4679,True,4.9916666926121955
482.6379,-620.966,-0.4657,True,5.95994135219963
482.944,-621.1194,-0.4634,True,5.781394519708057
483.2498,-621.2717,-0.4611,True,6.892925687237489
483.5553,-621.4231,-0.4588,True,5.164465161352918
483.8605,-621.5734,-0.4565,True,6.1426175226130315
484.1654,-621.7227,-0.4542,True,5.8988650358864
484.4701,-621.871,-0.4518,True,6.117186949863146
484.7744,-622.0183,-0.4495,True,5.16987843597224
485.0784,-622.1645,-0.4472,True,6.382445593734571
485.3822,-622.3097,-0.4448,True,6.792939217212927
485.6856,-622.4539,-0.4424,True,5.59517949575926
485.9888,-622.5971,-0.44,True,5.774883990900821
486.2916,-622.7392,-0.4377,True,6.387875932641691
486.5942,-622.8804,-0.4353,True,5.567330671179833
486.8964,-623.0205,-0.4328,True,5.746059011055386
487.1984,-623.1596,-0.4304,True,5.865732716227059
487.5001,-623.2976,-0.428,True,7.2534029391911465
487.8015,-623.4347,-0.4256,True,5.565124076068903
488.1025,-623.5707,-0.4231,True,5.9484216734672
488.4033,-623.7057,-0.4207,True,6.284869123327233
488.7038,-623.8397,-0.4182,True,6.036549326282616
489.004,-623.9726,-0.4157,True,7.111751728642325
489.3039,-624.1046,-0.4132,True,5.336286725172744
489.6035,-624.2355,-0.4107,True,6.267263626841349
489.9028,-624.3654,-0.4082,True,5.987795683003845
490.2018,-624.4943,-0.4057,True,5.77674711476594
490.5005,-624.6221,-0.4031,True,6.750144571176027
490.799,-624.7489,-0.4006,True,7.050790517566815
491.0971,-624.8748,-0.398,True,4.969762702122892
491.3949,-624.9995,-0.3955,True,7.345028668173002
491.6925,-625.1233,-0.3929,True,6.118560072504215
491.9897,-625.246,-0.3903,True,6.534543721438546
492.2866,-625.3678,-0.3877,True,5.05755700410026
492.5833,-625.4885,-0.3851,True,6.433345782526597
492.8796,-625.6081,-0.3825,True,7.108887135827864
493.1757,-625.7268,-0.3799,True,5.979178796477617
493.4715,-625.8444,-0.3772,True,7.031589276593541
